"","Var1","Var2","value"
"17184","Talkers and Doers","RezEd: The Hub for Learning and Virtual Worlds",1
"17185","Tecno.Tzotzil: Participatory Learning Among Indigenous Children in Chiapas","RezEd: The Hub for Learning and Virtual Worlds",1
"17187","The Labyrinth Project","RezEd: The Hub for Learning and Virtual Worlds",1
"17196","Virtual Peace","RezEd: The Hub for Learning and Virtual Worlds",1
"17198","Voces Moviles (Mobile Voices)","RezEd: The Hub for Learning and Virtual Worlds",1
"17202","WildLab","RezEd: The Hub for Learning and Virtual Worlds",1
"17203","Women Aloud: Videoblogging for Empowerment (WAVE)","RezEd: The Hub for Learning and Virtual Worlds",1
"17207","4-H/USDA Robotics Digital Badges","S2R Medals",1
"17211","American Graduate: Let's Make It Happen Badges","S2R Medals",1
"17213","Badges for Lifelong Learning","S2R Medals",1
"17214","Badges in Higher Ed","S2R Medals",1
"17215","Badges Work for Vets","S2R Medals",1
"17218","Black Cloud: Environmental Studies Gaming","S2R Medals",1
"17227","Collaborative Data","S2R Medals",1
"17228","Computer Science Student Network Badge System","S2R Medals",1
"17229","Conservation Connection","S2R Medals",1
"17235","Design for America: A Badge Community for Innovation","S2R Medals",1
"17243","Digital Media & Learning Competition 1","S2R Medals",1
"17244","Digital Media & Learning Competition 2","S2R Medals",1
"17245","Digital Media & Learning Competition 3","S2R Medals",1
"17246","Digital Media & Learning Competition 4","S2R Medals",5
"17247","Digital Media and Learning Competitions","S2R Medals",1
"17250","Disney-Pixar Wilderness Explorers Badges","S2R Medals",1
"17253","EarthWorks","S2R Medals",1
"17257","Fab@School","S2R Medals",1
"17270","HASTAC Scholars - Evaluation of Impact","S2R Medals",1
"17274","HASTAC@Duke","S2R Medals",1
"17281","Intel and Society for Science and the Public Badges","S2R Medals",1
"17283","LevelUp","S2R Medals",1
"17284","Leverage for Digital On-Ramps","S2R Medals",1
"17287","Mobile Action Lab","S2R Medals",1
"17288","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)","S2R Medals",1
"17291","Moodle as Issuer, Mahara as Displayer","S2R Medals",1
"17293","My Girl Scout Sash Is An App","S2R Medals",1
"17294","National Manufacturing Badge System","S2R Medals",1
"17296","NatureBadges: Open Source Nature & Science Badge System","S2R Medals",1
"17306","Partners in Learning Network Badges","S2R Medals",1
"17307","Pathways for Lifelong Learning","S2R Medals",1
"17308","Pathways to Global Competence: A Badge System for Students","S2R Medals",1
"17311","Planet Stewards: Personalized Learning in 3D GameLab","S2R Medals",1
"17313","Preparing Librarians to Meet the Needs of 21st Century Teens","S2R Medals",1
"17318","SA&FS Learner Driven Badges Project","S2R Medals",1
"17333","Staff","S2R Medals",1
"17337","Sweet Water AQUAPONS","S2R Medals",1
"17353","Voces Moviles (Mobile Voices)","S2R Medals",1
"17355","Who Built America? Badges for Teaching Disciplinary Literacy in History","S2R Medals",1
"17359","Youth APPLab","S2R Medals",1
"17360","Youth Digital Filmmaker Badge System","S2R Medals",1
"17362","4-H/USDA Robotics Digital Badges","SA&FS Learner Driven Badges Project",2
"17366","American Graduate: Let's Make It Happen Badges","SA&FS Learner Driven Badges Project",1
"17368","Badges for Lifelong Learning","SA&FS Learner Driven Badges Project",3
"17369","Badges in Higher Ed","SA&FS Learner Driven Badges Project",2
"17370","Badges Work for Vets","SA&FS Learner Driven Badges Project",2
"17373","Black Cloud: Environmental Studies Gaming","SA&FS Learner Driven Badges Project",1
"17382","Collaborative Data","SA&FS Learner Driven Badges Project",1
"17383","Computer Science Student Network Badge System","SA&FS Learner Driven Badges Project",1
"17384","Conservation Connection","SA&FS Learner Driven Badges Project",1
"17390","Design for America: A Badge Community for Innovation","SA&FS Learner Driven Badges Project",1
"17398","Digital Media & Learning Competition 1","SA&FS Learner Driven Badges Project",1
"17399","Digital Media & Learning Competition 2","SA&FS Learner Driven Badges Project",1
"17400","Digital Media & Learning Competition 3","SA&FS Learner Driven Badges Project",1
"17401","Digital Media & Learning Competition 4","SA&FS Learner Driven Badges Project",5
"17402","Digital Media and Learning Competitions","SA&FS Learner Driven Badges Project",1
"17405","Disney-Pixar Wilderness Explorers Badges","SA&FS Learner Driven Badges Project",1
"17408","EarthWorks","SA&FS Learner Driven Badges Project",1
"17412","Fab@School","SA&FS Learner Driven Badges Project",1
"17425","HASTAC Scholars - Evaluation of Impact","SA&FS Learner Driven Badges Project",1
"17429","HASTAC@Duke","SA&FS Learner Driven Badges Project",1
"17436","Intel and Society for Science and the Public Badges","SA&FS Learner Driven Badges Project",1
"17438","LevelUp","SA&FS Learner Driven Badges Project",1
"17439","Leverage for Digital On-Ramps","SA&FS Learner Driven Badges Project",1
"17442","Mobile Action Lab","SA&FS Learner Driven Badges Project",1
"17443","Mobile and Immersive Learning for Literacy in Emerging Economies (MILLEE)","SA&FS Learner Driven Badges Project",1
"17446","Moodle as Issuer, Mahara as Displayer","SA&FS Learner Driven Badges Project",1
"17448","My Girl Scout Sash Is An App","SA&FS Learner Driven Badges Project",1
"17449","National Manufacturing Badge System","SA&FS Learner Driven Badges Project",2
"17451","NatureBadges: Open Source Nature & Science Badge System","SA&FS Learner Driven Badges Project",1
"17461","Partners in Learning Network Badges","SA&FS Learner Driven Badges Project",1
"17462","Pathways for Lifelong Learning","SA&FS Learner Driven Badges Project",2
"17463","Pathways to Global Competence: A Badge System for Students","SA&FS Learner Driven Badges Project",1
"17466","Planet Stewards: Personalized Learning in 3D GameLab","SA&FS Learner Driven Badges Project",1
"17468","Preparing Librarians to Meet the Needs of 21st Century Teens","SA&FS Learner Driven Badges Project",1
"17472","S2R Medals","SA&FS Learner Driven Badges Project",1
"17488","Staff","SA&FS Learner Driven Badges Project",1
"17489","Starlite (TM) Digital Badges Using NASA Content","SA&FS Learner Driven Badges Project",1
"17492","Sweet Water AQUAPONS","SA&FS Learner Driven Badges Project",1
"17508","Voces Moviles (Mobile Voices)","SA&FS Learner Driven Badges Project",1
"17510","Who Built America? Badges for Teaching Disciplinary Literacy in History","SA&FS Learner Driven Badges Project",1
"17514","Youth APPLab","SA&FS Learner Driven Badges Project",1
"17515","Youth Digital Filmmaker Badge System","SA&FS Learner Driven Badges Project",1
"17516","#transformDH","Scholar Class 2009",2
"17520","Alt-Ac","Scholar Class 2009",2
"17522","Authority Control: Information and Library Science","Scholar Class 2009",1
"17536","Collaboration","Scholar Class 2009",1
"17551","Digital History","Scholar Class 2009",2
"17556","Digital Media & Learning Competition 4","Scholar Class 2009",1
"17558","Digital Publishing","Scholar Class 2009",1
"17562","Duke PhD Lab","Scholar Class 2009",1
"17566","Electronic Literature Organization","Scholar Class 2009",1
"17568","Fembot Collective","Scholar Class 2009",1
"17569","Feminist Scholars Digital Workshop","Scholar Class 2009",1
"17576","Grand Challenges and Enduring Questions","Scholar Class 2009",2
"17578","GreaterThanGames Virtual Lab","Scholar Class 2009",1
"17579","HASTAC Nominating Committee","Scholar Class 2009",1
"17580","HASTAC Scholars - Evaluation of Impact","Scholar Class 2009",1
"17581","HASTAC Scholars @ Liberal Arts Colleges","Scholar Class 2009",1
"17582","HASTAC Steering Committee","Scholar Class 2009",3
"17583","HASTAC virtual advisors","Scholar Class 2009",2
"17584","HASTAC@Duke","Scholar Class 2009",1
"17609","New Media and Social Movements","Scholar Class 2009",2
"17619","Pedagogy","Scholar Class 2009",1
"17624","Queer DML","Scholar Class 2009",2
"17630","Scholar Class 2010","Scholar Class 2009",7
"17631","Scholar Class 2011","Scholar Class 2009",4
"17632","Scholar Class 2012","Scholar Class 2009",3
"17633","Scholar Class 2013","Scholar Class 2009",2
"17634","Scholars","Scholar Class 2009",52
"17642","Sound & Music","Scholar Class 2009",2
"17643","Staff","Scholar Class 2009",1
"17665","Who Built America? Badges for Teaching Disciplinary Literacy in History","Scholar Class 2009",1
"17671","#transformDH","Scholar Class 2010",5
"17674","Access + Digital Literacy","Scholar Class 2010",1
"17675","Alt-Ac","Scholar Class 2010",1
"17677","Authority Control: Information and Library Science","Scholar Class 2010",7
"17682","Better things to do","Scholar Class 2010",1
"17684","Bound By Law","Scholar Class 2010",1
"17686","Cellcraft: Exploring the Cell Through Computer Games","Scholar Class 2010",1
"17688","Cinegrid","Scholar Class 2010",1
"17691","Collaboration","Scholar Class 2010",1
"17697","Critical Commons","Scholar Class 2010",1
"17704","Digital Dissertations","Scholar Class 2010",2
"17706","Digital History","Scholar Class 2010",1
"17708","Digital Media & Learning Competition 1","Scholar Class 2010",6
"17709","Digital Media & Learning Competition 2","Scholar Class 2010",2
"17710","Digital Media & Learning Competition 3","Scholar Class 2010",1
"17717","Duke PhD Lab","Scholar Class 2010",2
"17721","Electronic Literature Organization","Scholar Class 2010",2
"17723","Fembot Collective","Scholar Class 2010",2
"17724","Feminist Scholars Digital Workshop","Scholar Class 2010",1
"17726","Formal and Informal Online Learning Environments","Scholar Class 2010",1
"17730","Global Outlook :: Digital Humanities","Scholar Class 2010",1
"17731","Grand Challenges and Enduring Questions","Scholar Class 2010",2
"17732","Graphic, Visual and Multi-modal Storytelling","Scholar Class 2010",1
"17734","HASTAC Nominating Committee","Scholar Class 2010",1
"17735","HASTAC Scholars - Evaluation of Impact","Scholar Class 2010",1
"17736","HASTAC Scholars @ Liberal Arts Colleges","Scholar Class 2010",1
"17737","HASTAC Steering Committee","Scholar Class 2010",3
"17738","HASTAC virtual advisors","Scholar Class 2010",2
"17739","HASTAC@Duke","Scholar Class 2010",1
"17742","How They Got Game: Cultural Implications of Interactive Simulations and Video Games","Scholar Class 2010",2
"17743","HyperCities","Scholar Class 2010",1
"17760","National Science Digital Library (NSDL)","Scholar Class 2010",1
"17764","New Media and Social Movements","Scholar Class 2010",2
"17765","New Media Literacy Group","Scholar Class 2010",2
"17768","Origami: Enfolding Real and Virtual Learning","Scholar Class 2010",1
"17774","Pedagogy","Scholar Class 2010",5
"17779","Queer DML","Scholar Class 2010",5
"17781","RezEd: The Hub for Learning and Virtual Worlds","Scholar Class 2010",2
"17784","Scholar Class 2009","Scholar Class 2010",7
"17786","Scholar Class 2011","Scholar Class 2010",36
"17787","Scholar Class 2012","Scholar Class 2010",16
"17788","Scholar Class 2013","Scholar Class 2010",7
"17789","Scholars","Scholar Class 2010",121
"17790","Science Exploratorium Project","Scholar Class 2010",1
"17791","Scratch & Share","Scholar Class 2010",1
"17793","Semantic Web","Scholar Class 2010",2
"17796","Social Media Classroom","Scholar Class 2010",3
"17797","Sound & Music","Scholar Class 2010",6
"17798","Staff","Scholar Class 2010",1
"17803","Syracuse University Humanities and Digital Scholarship","Scholar Class 2010",1
"17807","The Labyrinth Project","Scholar Class 2010",2
"17810","University of Maryland Scholars","Scholar Class 2010",2
"17811","University of Maryland, Networked Intelligentsia","Scholar Class 2010",2
"17826","#transformDH","Scholar Class 2011",7
"17829","Access + Digital Literacy","Scholar Class 2011",2
"17830","Alt-Ac","Scholar Class 2011",2
"17832","Authority Control: Information and Library Science","Scholar Class 2011",9
"17833","Badges for Lifelong Learning","Scholar Class 2011",1
"17837","Better things to do","Scholar Class 2011",1
"17841","Cellcraft: Exploring the Cell Through Computer Games","Scholar Class 2011",1
"17846","Collaboration","Scholar Class 2011",1
"17852","Critical Commons","Scholar Class 2011",1
"17859","Digital Dissertations","Scholar Class 2011",1
"17861","Digital History","Scholar Class 2011",2
"17863","Digital Media & Learning Competition 1","Scholar Class 2011",2
"17864","Digital Media & Learning Competition 2","Scholar Class 2011",2
"17865","Digital Media & Learning Competition 3","Scholar Class 2011",1
"17868","Digital Publishing","Scholar Class 2011",1
"17871","Duke FHI Grad Digital","Scholar Class 2011",2
"17876","Electronic Literature Organization","Scholar Class 2011",4
"17877","Fab@School","Scholar Class 2011",1
"17878","Fembot Collective","Scholar Class 2011",7
"17879","Feminist Scholars Digital Workshop","Scholar Class 2011",1
"17881","Formal and Informal Online Learning Environments","Scholar Class 2011",1
"17885","Global Outlook :: Digital Humanities","Scholar Class 2011",1
"17886","Grand Challenges and Enduring Questions","Scholar Class 2011",1
"17887","Graphic, Visual and Multi-modal Storytelling","Scholar Class 2011",5
"17888","GreaterThanGames Virtual Lab","Scholar Class 2011",1
"17889","HASTAC Nominating Committee","Scholar Class 2011",1
"17890","HASTAC Scholars - Evaluation of Impact","Scholar Class 2011",1
"17891","HASTAC Scholars @ Liberal Arts Colleges","Scholar Class 2011",2
"17892","HASTAC Steering Committee","Scholar Class 2011",3
"17893","HASTAC virtual advisors","Scholar Class 2011",3
"17894","HASTAC@Duke","Scholar Class 2011",1
"17897","How They Got Game: Cultural Implications of Interactive Simulations and Video Games","Scholar Class 2011",2
"17898","HyperCities","Scholar Class 2011",1
"17899","Indiana-based HASTAC Scholars","Scholar Class 2011",7
"17915","National Science Digital Library (NSDL)","Scholar Class 2011",1
"17919","New Media and Social Movements","Scholar Class 2011",7
"17920","New Media Literacy Group","Scholar Class 2011",3
"17925","Participatory Chinatown","Scholar Class 2011",1
"17929","Pedagogy","Scholar Class 2011",12
"17934","Queer DML","Scholar Class 2011",12
"17939","Scholar Class 2009","Scholar Class 2011",4
"17940","Scholar Class 2010","Scholar Class 2011",36
"17942","Scholar Class 2012","Scholar Class 2011",39
"17943","Scholar Class 2013","Scholar Class 2011",14
"17944","Scholars","Scholar Class 2011",193
"17945","Science Exploratorium Project","Scholar Class 2011",1
"17948","Semantic Web","Scholar Class 2011",5
"17952","Sound & Music","Scholar Class 2011",10
"17953","Staff","Scholar Class 2011",1
"17958","Syracuse University Humanities and Digital Scholarship","Scholar Class 2011",1
"17960","Tecno.Tzotzil: Participatory Learning Among Indigenous Children in Chiapas","Scholar Class 2011",1
"17961","Texas A&M University Digital Scholars","Scholar Class 2011",1
"17962","The Labyrinth Project","Scholar Class 2011",1
"17965","University of Maryland Scholars","Scholar Class 2011",1
"17970","Vectors: Journal of Culture and Technology in a Dynamic Vernacular","Scholar Class 2011",2
"17974","Wesleyan College HASTAC Scholars","Scholar Class 2011",1
"17981","#transformDH","Scholar Class 2012",11
"17984","Access + Digital Literacy","Scholar Class 2012",2
"17985","Alt-Ac","Scholar Class 2012",3
"17987","Authority Control: Information and Library Science","Scholar Class 2012",10
"17988","Badges for Lifelong Learning","Scholar Class 2012",10
"17989","Badges in Higher Ed","Scholar Class 2012",1
"17992","Better things to do","Scholar Class 2012",1
"17993","Black Cloud: Environmental Studies Gaming","Scholar Class 2012",1
"17996","Cellcraft: Exploring the Cell Through Computer Games","Scholar Class 2012",1
"17997","ChinaVine","Scholar Class 2012",3
"18001","Collaboration","Scholar Class 2012",4
"18007","Critical Commons","Scholar Class 2012",1
"18014","Digital Dissertations","Scholar Class 2012",3
"18016","Digital History","Scholar Class 2012",2
"18018","Digital Media & Learning Competition 1","Scholar Class 2012",3
"18019","Digital Media & Learning Competition 2","Scholar Class 2012",1
"18021","Digital Media & Learning Competition 4","Scholar Class 2012",2
"18023","Digital Publishing","Scholar Class 2012",1
"18026","Duke FHI Grad Digital","Scholar Class 2012",3
"18027","Duke PhD Lab","Scholar Class 2012",1
"18031","Electronic Literature Organization","Scholar Class 2012",10
"18033","Fembot Collective","Scholar Class 2012",8
"18034","Feminist Scholars Digital Workshop","Scholar Class 2012",1
"18036","Formal and Informal Online Learning Environments","Scholar Class 2012",1
"18040","Global Outlook :: Digital Humanities","Scholar Class 2012",2
"18041","Grand Challenges and Enduring Questions","Scholar Class 2012",1
"18042","Graphic, Visual and Multi-modal Storytelling","Scholar Class 2012",14
"18043","GreaterThanGames Virtual Lab","Scholar Class 2012",4
"18044","HASTAC Nominating Committee","Scholar Class 2012",1
"18045","HASTAC Scholars - Evaluation of Impact","Scholar Class 2012",2
"18047","HASTAC Steering Committee","Scholar Class 2012",3
"18048","HASTAC virtual advisors","Scholar Class 2012",3
"18049","HASTAC@Duke","Scholar Class 2012",1
"18052","How They Got Game: Cultural Implications of Interactive Simulations and Video Games","Scholar Class 2012",2
"18053","HyperCities","Scholar Class 2012",2
"18054","Indiana-based HASTAC Scholars","Scholar Class 2012",4
"18055","Indiana University HASTAC Group","Scholar Class 2012",4
"18070","National Science Digital Library (NSDL)","Scholar Class 2012",1
"18074","New Media and Social Movements","Scholar Class 2012",15
"18075","New Media Literacy Group","Scholar Class 2012",5
"18084","Pedagogy","Scholar Class 2012",17
"18089","Queer DML","Scholar Class 2012",18
"18094","Scholar Class 2009","Scholar Class 2012",3
"18095","Scholar Class 2010","Scholar Class 2012",16
"18096","Scholar Class 2011","Scholar Class 2012",39
"18098","Scholar Class 2013","Scholar Class 2012",30
"18099","Scholars","Scholar Class 2012",177
"18100","Science Exploratorium Project","Scholar Class 2012",1
"18102","Seattle Civil Rights and Labor History Project","Scholar Class 2012",1
"18103","Semantic Web","Scholar Class 2012",12
"18107","Sound & Music","Scholar Class 2012",8
"18108","Staff","Scholar Class 2012",1
"18116","Texas A&M University Digital Scholars","Scholar Class 2012",2
"18117","The Labyrinth Project","Scholar Class 2012",1
"18120","University of Maryland Scholars","Scholar Class 2012",1
"18123","UO Digital Scholars","Scholar Class 2012",4
"18129","Wesleyan College HASTAC Scholars","Scholar Class 2012",3
"18136","#transformDH","Scholar Class 2013",15
"18139","Access + Digital Literacy","Scholar Class 2013",2
"18140","Alt-Ac","Scholar Class 2013",11
"18142","Authority Control: Information and Library Science","Scholar Class 2013",18
"18143","Badges for Lifelong Learning","Scholar Class 2013",5
"18144","Badges in Higher Ed","Scholar Class 2013",2
"18147","Better things to do","Scholar Class 2013",5
"18148","Black Cloud: Environmental Studies Gaming","Scholar Class 2013",1
"18156","Collaboration","Scholar Class 2013",9
"18157","Collaborative Data","Scholar Class 2013",1
"18158","Computer Science Student Network Badge System","Scholar Class 2013",1
"18159","Conservation Connection","Scholar Class 2013",1
"18160","Creativity Exploratory","Scholar Class 2013",4
"18163","Denison University Digital Humanities","Scholar Class 2013",2
"18169","Digital Dissertations","Scholar Class 2013",9
"18171","Digital History","Scholar Class 2013",16
"18173","Digital Media & Learning Competition 1","Scholar Class 2013",4
"18175","Digital Media & Learning Competition 3","Scholar Class 2013",1
"18176","Digital Media & Learning Competition 4","Scholar Class 2013",5
"18178","Digital Publishing","Scholar Class 2013",13
"18181","Duke FHI Grad Digital","Scholar Class 2013",1
"18182","Duke PhD Lab","Scholar Class 2013",5
"18185","Electronic Book Review (ebr)","Scholar Class 2013",2
"18186","Electronic Literature Organization","Scholar Class 2013",15
"18188","Fembot Collective","Scholar Class 2013",20
"18189","Feminist Scholars Digital Workshop","Scholar Class 2013",8
"18191","Formal and Informal Online Learning Environments","Scholar Class 2013",1
"18193","Getting the Most Out of Teams","Scholar Class 2013",1
"18195","Global Outlook :: Digital Humanities","Scholar Class 2013",3
"18196","Grand Challenges and Enduring Questions","Scholar Class 2013",1
"18197","Graphic, Visual and Multi-modal Storytelling","Scholar Class 2013",25
"18198","GreaterThanGames Virtual Lab","Scholar Class 2013",3
"18199","HASTAC Nominating Committee","Scholar Class 2013",1
"18200","HASTAC Scholars - Evaluation of Impact","Scholar Class 2013",1
"18201","HASTAC Scholars @ Liberal Arts Colleges","Scholar Class 2013",3
"18202","HASTAC Steering Committee","Scholar Class 2013",1
"18203","HASTAC virtual advisors","Scholar Class 2013",1
"18204","HASTAC@Duke","Scholar Class 2013",1
"18208","HyperCities","Scholar Class 2013",4
"18209","Indiana-based HASTAC Scholars","Scholar Class 2013",1
"18229","New Media and Social Movements","Scholar Class 2013",29
"18230","New Media Literacy Group","Scholar Class 2013",2
"18231","Northeastern University","Scholar Class 2013",4
"18239","Pedagogy","Scholar Class 2013",31
"18241","Planet Stewards: Personalized Learning in 3D GameLab","Scholar Class 2013",1
"18244","Queer DML","Scholar Class 2013",9
"18249","Scholar Class 2009","Scholar Class 2013",2
"18250","Scholar Class 2010","Scholar Class 2013",7
"18251","Scholar Class 2011","Scholar Class 2013",14
"18252","Scholar Class 2012","Scholar Class 2013",30
"18254","Scholars","Scholar Class 2013",217
"18258","Semantic Web","Scholar Class 2013",3
"18259","Service Learning and Ethical Decision-Making","Scholar Class 2013",1
"18260","Social Media and Reader Reception","Scholar Class 2013",3
"18262","Sound & Music","Scholar Class 2013",8
"18263","Staff","Scholar Class 2013",1
"18268","Syracuse University Humanities and Digital Scholarship","Scholar Class 2013",1
"18271","Texas A&M University Digital Scholars","Scholar Class 2013",1
"18274","Transcultural Islam Research Network (TIRN) — Groups and General Inquiries","Scholar Class 2013",1
"18275","University of Maryland Scholars","Scholar Class 2013",1
"18277","Unlocked","Scholar Class 2013",1
"18278","UO Digital Scholars","Scholar Class 2013",2
"18279","Vanderbilt Digital Humanities","Scholar Class 2013",3
"18284","Wesleyan College HASTAC Scholars","Scholar Class 2013",2
"18291","#transformDH","Scholars",18
"18294","Access + Digital Literacy","Scholars",4
"18295","Alt-Ac","Scholars",13
"18297","Authority Control: Information and Library Science","Scholars",32
"18298","Badges for Lifelong Learning","Scholars",12
"18299","Badges in Higher Ed","Scholars",2
"18302","Better things to do","Scholars",7
"18303","Black Cloud: Environmental Studies Gaming","Scholars",1
"18304","Bound By Law","Scholars",1
"18306","Cellcraft: Exploring the Cell Through Computer Games","Scholars",1
"18307","ChinaVine","Scholars",3
"18308","Cinegrid","Scholars",1
"18311","Collaboration","Scholars",11
"18312","Collaborative Data","Scholars",1
"18313","Computer Science Student Network Badge System","Scholars",1
"18314","Conservation Connection","Scholars",1
"18315","Creativity Exploratory","Scholars",4
"18317","Critical Commons","Scholars",1
"18318","Denison University Digital Humanities","Scholars",2
"18324","Digital Dissertations","Scholars",13
"18326","Digital History","Scholars",18
"18328","Digital Media & Learning Competition 1","Scholars",9
"18329","Digital Media & Learning Competition 2","Scholars",3
"18330","Digital Media & Learning Competition 3","Scholars",3
"18331","Digital Media & Learning Competition 4","Scholars",6
"18333","Digital Publishing","Scholars",14
"18336","Duke FHI Grad Digital","Scholars",4
"18337","Duke PhD Lab","Scholars",8
"18340","Electronic Book Review (ebr)","Scholars",2
"18341","Electronic Literature Organization","Scholars",20
"18342","Fab@School","Scholars",1
"18343","Fembot Collective","Scholars",24
"18344","Feminist Scholars Digital Workshop","Scholars",8
"18346","Formal and Informal Online Learning Environments","Scholars",2
"18348","Getting the Most Out of Teams","Scholars",1
"18350","Global Outlook :: Digital Humanities","Scholars",4
"18351","Grand Challenges and Enduring Questions","Scholars",2
"18352","Graphic, Visual and Multi-modal Storytelling","Scholars",35
"18353","GreaterThanGames Virtual Lab","Scholars",8
"18354","HASTAC Nominating Committee","Scholars",1
"18355","HASTAC Scholars - Evaluation of Impact","Scholars",2
"18356","HASTAC Scholars @ Liberal Arts Colleges","Scholars",6
"18357","HASTAC Steering Committee","Scholars",5
"18358","HASTAC virtual advisors","Scholars",5
"18359","HASTAC@Duke","Scholars",1
"18362","How They Got Game: Cultural Implications of Interactive Simulations and Video Games","Scholars",5
"18363","HyperCities","Scholars",4
"18364","Indiana-based HASTAC Scholars","Scholars",10
"18365","Indiana University HASTAC Group","Scholars",4
"18380","National Science Digital Library (NSDL)","Scholars",1
"18384","New Media and Social Movements","Scholars",40
"18385","New Media Literacy Group","Scholars",7
"18386","Northeastern University","Scholars",4
"18388","Origami: Enfolding Real and Virtual Learning","Scholars",1
"18390","Participatory Chinatown","Scholars",1
"18394","Pedagogy","Scholars",45
"18396","Planet Stewards: Personalized Learning in 3D GameLab","Scholars",1
"18399","Queer DML","Scholars",25
"18401","RezEd: The Hub for Learning and Virtual Worlds","Scholars",2
"18404","Scholar Class 2009","Scholars",52
"18405","Scholar Class 2010","Scholars",121
"18406","Scholar Class 2011","Scholars",193
"18407","Scholar Class 2012","Scholars",177
"18408","Scholar Class 2013","Scholars",217
"18410","Science Exploratorium Project","Scholars",1
"18411","Scratch & Share","Scholars",1
"18412","Seattle Civil Rights and Labor History Project","Scholars",1
"18413","Semantic Web","Scholars",18
"18414","Service Learning and Ethical Decision-Making","Scholars",1
"18415","Social Media and Reader Reception","Scholars",3
"18416","Social Media Classroom","Scholars",3
"18417","Sound & Music","Scholars",20
"18418","Staff","Scholars",1
"18423","Syracuse University Humanities and Digital Scholarship","Scholars",2
"18425","Tecno.Tzotzil: Participatory Learning Among Indigenous Children in Chiapas","Scholars",1
"18426","Texas A&M University Digital Scholars","Scholars",2
"18427","The Labyrinth Project","Scholars",2
"18429","Transcultural Islam Research Network (TIRN) — Groups and General Inquiries","Scholars",1
"18430","University of Maryland Scholars","Scholars",3
"18431","University of Maryland, Networked Intelligentsia","Scholars",2
"18432","Unlocked","Scholars",1
"18433","UO Digital Scholars","Scholars",5
"18434","Vanderbilt Digital Humanities","Scholars",3
"18435","Vectors: Journal of Culture and Technology in a Dynamic Vernacular","Scholars",2
"18439","Wesleyan College HASTAC Scholars","Scholars",3
"18440","Who Built America? Badges for Teaching Disciplinary Literacy in History","Scholars",1
"18461","Cellcraft: Exploring the Cell Through Computer Games","Science Exploratorium Project",1
"18472","Critical Commons","Science Exploratorium Project",1
"18483","Digital Media & Learning Competition 1","Science Exploratorium Project",1
"18484","Digital Media & Learning Competition 2","Science Exploratorium Project",1
"18512","HASTAC Steering Committee","Science Exploratorium Project",1
"18535","National Science Digital Library (NSDL)","Science Exploratorium Project",3
"18560","Scholar Class 2010","Science Exploratorium Project",1
"18561","Scholar Class 2011","Science Exploratorium Project",1
"18562","Scholar Class 2012","Science Exploratorium Project",1
"18564","Scholars","Science Exploratorium Project",1
"18601","#transformDH","Scratch & Share",1
"18603","A Look at MOOCs","Scratch & Share",1
"18608","Badges for Lifelong Learning","Scratch & Share",2
"18621","Collaboration","Scratch & Share",1
"18634","Digital Dissertations","Scratch & Share",1
"18635","Digital Dissertations Initiative","Scratch & Share",1
"18636","Digital History","Scratch & Share",1
"18639","Digital Media & Learning Competition 2","Scratch & Share",2
"18640","Digital Media & Learning Competition 3","Scratch & Share",6
"18643","Digital Publishing","Scratch & Share",1
"18651","Electronic Literature Organization","Scratch & Share",1
"18660","Global Outlook :: Digital Humanities","Scratch & Share",1
"18680","M-Ubuntu: Teachers Building an M-Literacy Collaboratory","Scratch & Share",1
"18694","New Media and Social Movements","Scratch & Share",2
"18698","Origami: Enfolding Real and Virtual Learning","Scratch & Share",1
"18700","Participatory Chinatown","Scratch & Share",1
"18704","Pedagogy","Scratch & Share",1
"18707","Playpower: Radically Affordable Computer-Aided Learning","Scratch & Share",1
"18715","Scholar Class 2010","Scratch & Share",1
"18719","Scholars","Scratch & Share",1
"18723","Semantic Web","Scratch & Share",1
"18725","Social Media and Reader Reception","Scratch & Share",1
"18734","Talkers and Doers","Scratch & Share",1
"18752","WildLab","Scratch & Share",1
"18772","ChinaVine","Seattle Civil Rights and Labor History Project",1
"18817","Graphic, Visual and Multi-modal Storytelling","Seattle Civil Rights and Labor History Project",1
"18849","New Media and Social Movements","Seattle Civil Rights and Labor History Project",2
"18872","Scholar Class 2012","Seattle Civil Rights and Labor History Project",1
"18874","Scholars","Seattle Civil Rights and Labor History Project",1
"18898","UO Digital Scholars","Seattle Civil Rights and Labor History Project",1
"18911","#transformDH","Semantic Web",2
"18913","A Look at MOOCs","Semantic Web",1
"18914","Access + Digital Literacy","Semantic Web",1
"18915","Alt-Ac","Semantic Web",7
"18917","Authority Control: Information and Library Science","Semantic Web",3
"18918","Badges for Lifelong Learning","Semantic Web",10
"18922","Better things to do","Semantic Web",1
"18927","ChinaVine","Semantic Web",1
"18931","Collaboration","Semantic Web",4
"18932","Collaborative Data","Semantic Web",2
"18937","Critical Commons","Semantic Web",2
"18944","Digital Dissertations","Semantic Web",1
"18946","Digital History","Semantic Web",2
"18948","Digital Media & Learning Competition 1","Semantic Web",5
"18949","Digital Media & Learning Competition 2","Semantic Web",3
"18950","Digital Media & Learning Competition 3","Semantic Web",1
"18951","Digital Media & Learning Competition 4","Semantic Web",1
"18952","Digital Media and Learning Competitions","Semantic Web",1
"18953","Digital Publishing","Semantic Web",1
